,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,y
228,30.0,9,3,6,0,0,0,0,8,0,131.0,2,16,1,2,-1.1,94.601,-49.5,0.942,4963.6,0
229,31.0,10,1,3,2,0,0,0,7,3,111.0,2,999,1,0,-0.1,93.2,-42.0,4.153,5195.8,0
230,31.0,1,2,0,1,2,0,0,6,0,73.0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
231,24.0,9,2,5,0,0,0,0,6,2,175.0,1,999,1,0,-1.8,92.893,-46.2,1.266,5099.1,0
232,34.0,0,2,6,0,2,0,0,3,3,439.0,2,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
233,48.0,0,1,7,0,0,0,0,1,2,262.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
234,30.0,0,1,6,0,2,0,0,1,2,136.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
235,23.0,1,2,3,1,2,0,0,3,1,150.0,4,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
236,20.0,2,2,3,0,0,0,1,6,2,598.0,3,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
237,43.0,0,0,3,0,0,0,0,3,1,96.0,3,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
238,26.0,7,2,3,0,0,0,0,6,1,298.0,2,999,2,0,-1.8,92.893,-46.2,1.299,5099.1,0
239,58.0,10,2,0,1,0,0,1,4,1,170.0,6,999,0,1,1.4,94.465,-41.8,4.96,5228.1,0
240,26.0,0,2,6,0,2,0,0,6,3,104.0,5,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
241,35.0,0,1,3,1,2,0,1,6,0,213.0,14,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
242,35.0,0,1,3,1,0,0,0,3,1,356.0,3,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
243,59.0,0,0,5,0,0,0,0,1,3,206.0,1,999,1,0,-2.9,92.201,-31.4,0.883,5076.2,1
244,54.0,1,1,0,1,0,0,1,6,1,102.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
245,37.0,1,0,2,0,2,0,0,3,2,346.0,2,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
246,46.0,9,0,5,0,0,0,1,4,4,53.0,2,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
247,52.0,7,1,3,1,0,0,0,3,1,81.0,6,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
248,52.0,4,1,6,0,2,0,0,7,3,67.0,1,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
249,32.0,8,2,6,0,0,0,0,6,0,209.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
250,33.0,7,1,0,0,0,0,1,6,3,202.0,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
251,33.0,9,0,3,0,2,0,0,6,3,247.0,1,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
252,42.0,9,2,7,0,0,0,1,6,1,230.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
253,38.0,1,0,7,0,2,0,1,6,2,451.0,2,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
254,43.0,1,1,3,1,2,0,1,6,3,190.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
255,49.0,0,0,6,0,0,0,1,6,0,24.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
256,30.0,1,1,2,0,1,1,1,6,4,107.0,3,999,0,1,-1.8,92.893,-46.2,1.281,5099.1,0
257,37.0,9,1,5,0,0,0,0,0,0,54.0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
258,47.0,1,1,5,0,0,0,0,3,1,86.0,2,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
259,32.0,1,1,0,0,2,0,1,7,2,111.0,8,999,0,1,-3.4,92.649,-30.1,0.716,5017.5,0
260,32.0,10,1,6,0,2,0,0,3,0,47.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
261,35.0,7,0,6,0,2,0,0,6,1,215.0,1,999,0,1,-1.8,92.893,-46.2,1.299,5099.1,0
262,36.0,4,0,6,0,1,1,0,6,0,423.0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
263,41.0,1,1,2,0,2,0,0,6,4,233.0,2,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
264,48.0,1,1,2,0,2,0,1,1,0,67.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
265,43.0,9,1,3,0,0,0,0,3,4,1389.0,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
266,57.0,9,1,6,0,0,0,1,6,0,50.0,2,999,0,1,1.1,93.994,-36.4,4.864,5191.0,0
267,28.0,2,1,6,1,0,0,0,0,1,774.0,2,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
268,30.0,7,2,3,1,0,0,1,3,2,454.0,18,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
269,27.0,8,2,3,0,0,0,0,6,1,64.0,2,999,1,0,-1.8,92.893,-46.2,1.354,5099.1,0
270,44.0,1,1,1,1,2,0,1,6,3,212.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
271,43.0,7,1,2,0,0,0,1,4,2,110.0,17,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
272,28.0,9,1,2,0,2,0,0,6,4,23.0,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
273,34.0,1,1,2,0,0,0,0,6,3,169.0,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
274,32.0,7,1,3,0,2,0,1,3,2,251.0,2,999,0,1,1.4,93.918,-42.7,4.966,5228.1,0
275,30.0,0,2,6,0,2,0,0,1,0,353.0,10,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
276,45.0,0,0,6,0,0,0,0,3,0,508.0,1,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
277,49.0,1,1,0,1,2,0,1,6,4,410.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
278,45.0,1,1,3,0,2,0,1,6,2,89.0,5,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
279,56.0,9,1,2,0,2,0,1,6,4,52.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
280,48.0,0,2,6,0,2,0,0,1,4,118.0,1,0,2,2,-1.7,94.027,-38.3,0.9,4991.6,1
281,42.0,10,1,3,0,2,0,0,7,3,154.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
282,51.0,4,1,6,0,2,2,1,4,1,409.0,2,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
283,54.0,1,1,2,0,0,0,0,4,0,258.0,2,999,0,1,-2.9,92.963,-40.8,1.268,5076.2,1
284,40.0,0,1,6,0,2,0,0,1,4,335.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
285,47.0,1,2,2,0,2,0,1,6,2,54.0,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
286,29.0,9,2,6,0,0,0,0,1,4,896.0,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
287,37.0,0,1,6,0,2,2,0,4,1,412.0,2,999,0,1,-2.9,92.963,-40.8,1.266,5076.2,1
288,35.0,9,1,2,0,0,0,1,6,4,24.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
289,54.0,9,1,5,0,2,0,0,7,3,149.0,2,999,0,1,-0.1,93.2,-42.0,4.153,5195.8,0
290,45.0,11,1,6,0,2,0,0,6,2,254.0,1,999,1,0,-1.8,93.876,-40.0,0.692,5008.7,0
291,35.0,0,2,6,0,2,0,0,3,0,564.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
292,37.0,1,1,5,0,2,0,0,6,1,185.0,1,999,1,0,-1.8,92.893,-46.2,1.244,5099.1,0
293,38.0,4,1,2,0,2,0,1,6,3,1000.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,1
294,33.0,1,1,2,1,2,0,1,6,1,88.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
295,31.0,1,0,2,0,2,0,1,4,2,166.0,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
296,34.0,0,1,6,1,0,0,1,6,2,134.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
297,51.0,1,0,3,0,0,0,0,6,3,131.0,2,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
298,38.0,1,1,3,1,2,0,0,6,4,118.0,1,999,1,0,-1.8,92.893,-46.2,1.334,5099.1,0
299,25.0,0,2,2,0,0,0,0,3,2,81.0,3,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
300,35.0,9,2,5,0,2,0,0,1,4,75.0,6,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
301,55.0,6,1,6,0,2,0,0,6,1,123.0,2,999,0,1,-1.8,92.893,-46.2,1.264,5099.1,0
302,37.0,0,1,3,1,2,0,1,6,1,313.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
303,31.0,9,1,3,0,0,0,0,1,2,124.0,3,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
304,36.0,7,1,3,0,1,1,1,6,2,262.0,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
305,59.0,5,1,0,1,2,2,1,6,4,571.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
306,37.0,1,1,1,0,0,0,1,8,0,131.0,1,999,0,1,-3.4,92.431,-26.9,0.73,5017.5,0
307,74.0,5,0,3,0,2,2,1,2,1,88.0,6,999,0,1,-3.0,92.713,-33.0,0.715,5023.5,0
308,44.0,9,0,2,1,2,2,1,6,3,388.0,2,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
309,29.0,9,2,5,0,0,0,0,1,1,157.0,3,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
310,32.0,7,1,0,0,2,2,0,7,1,111.0,1,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
311,45.0,7,0,2,0,2,0,0,0,1,325.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
312,49.0,1,1,7,1,0,0,1,4,4,112.0,4,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
313,25.0,7,2,7,0,0,0,1,3,0,662.0,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
314,34.0,1,0,0,1,2,0,0,3,1,246.0,2,999,0,1,1.4,93.918,-42.7,4.96,5228.1,0
315,37.0,9,2,5,0,2,0,0,1,2,115.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
316,48.0,9,2,6,1,2,0,0,1,3,159.0,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
317,52.0,7,1,3,0,2,0,1,1,1,575.0,2,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
318,30.0,9,2,5,0,0,0,0,1,3,216.0,3,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
319,57.0,5,1,2,0,2,0,0,1,1,342.0,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
320,38.0,1,1,0,0,2,0,0,7,1,117.0,2,999,0,1,-0.1,93.2,-42.0,4.191,5195.8,0
321,31.0,1,2,3,0,0,0,0,7,4,145.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
322,40.0,9,1,2,1,2,0,1,4,3,168.0,2,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
323,38.0,7,1,3,0,2,2,1,6,1,506.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
324,33.0,4,2,6,0,0,0,1,6,0,261.0,1,999,0,1,1.1,93.994,-36.4,4.855,5191.0,0
325,28.0,0,2,6,0,2,0,0,9,1,387.0,2,6,3,2,-1.1,94.199,-37.5,0.882,4963.6,0
326,33.0,9,1,5,0,2,0,0,1,1,417.0,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
327,58.0,5,1,0,0,0,0,0,3,3,81.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
328,30.0,6,1,5,0,2,0,0,6,3,98.0,5,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
329,42.0,6,1,5,1,0,0,0,6,0,160.0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
330,35.0,9,0,0,0,0,0,0,7,3,363.0,1,999,0,1,-1.1,94.767,-50.8,1.035,4963.6,1
331,41.0,3,1,3,0,2,0,0,3,0,440.0,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
332,31.0,6,2,6,0,0,0,0,7,0,906.0,1,999,1,0,-0.1,93.2,-42.0,4.021,5195.8,0
333,40.0,0,1,3,0,0,0,1,6,3,167.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
334,80.0,5,1,0,0,0,0,0,8,3,242.0,1,999,2,0,-3.4,92.431,-26.9,0.742,5017.5,1
335,47.0,1,1,3,0,0,0,0,0,2,439.0,2,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,1
336,39.0,3,1,1,0,2,0,0,3,0,76.0,4,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
337,30.0,9,1,6,0,0,0,0,1,0,65.0,2,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
338,33.0,1,1,3,0,2,0,1,6,4,233.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
339,50.0,4,1,6,1,0,0,1,6,0,136.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
340,33.0,1,1,2,0,2,0,0,6,0,656.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,1
341,40.0,9,1,5,0,2,2,0,3,4,323.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
342,40.0,5,1,0,1,2,0,0,3,0,1689.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,1
343,30.0,1,1,2,0,2,0,1,4,0,185.0,1,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
344,23.0,4,2,6,0,2,0,0,3,2,134.0,1,999,0,1,1.4,93.918,-42.7,4.958,5228.1,0
345,28.0,1,1,2,1,0,0,0,6,0,182.0,2,999,1,0,-1.8,92.893,-46.2,1.313,5099.1,0
346,41.0,6,1,2,0,2,0,0,6,2,1135.0,3,999,1,0,-1.8,92.893,-46.2,1.327,5099.1,1
347,26.0,8,2,2,0,0,0,1,1,4,449.0,1,999,0,1,-2.9,92.201,-31.4,0.879,5076.2,1
348,45.0,0,1,6,0,0,0,0,1,1,216.0,1,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
349,28.0,0,2,6,0,2,0,0,8,1,324.0,1,6,2,2,-1.1,94.601,-49.5,1.032,4963.6,0
350,32.0,9,1,6,0,0,0,0,1,0,198.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
351,32.0,4,2,6,0,0,0,0,1,0,157.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
352,56.0,2,0,6,0,0,2,1,4,1,311.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
353,45.0,0,0,2,0,2,0,0,7,4,575.0,9,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
354,29.0,9,0,5,0,2,0,1,4,4,11.0,19,999,0,1,1.4,94.465,-41.8,4.962,5228.1,0
355,33.0,9,1,6,0,2,0,0,6,1,182.0,1,999,0,1,-1.8,92.893,-46.2,1.244,5099.1,0
356,37.0,1,1,0,0,2,0,1,4,0,94.0,7,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
357,51.0,9,1,5,0,0,0,0,7,4,272.0,1,999,0,1,-3.4,92.649,-30.1,0.719,5017.5,0
358,32.0,1,1,1,0,1,1,1,4,3,31.0,5,999,0,1,1.4,94.465,-41.8,4.864,5228.1,0
359,36.0,1,1,0,0,0,0,0,6,3,245.0,1,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
360,36.0,1,1,7,0,0,0,1,4,2,179.0,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
361,32.0,9,1,5,0,0,0,1,4,2,805.0,2,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
362,51.0,9,1,5,0,0,2,1,4,1,147.0,1,999,0,1,1.4,94.465,-41.8,4.865,5228.1,0
363,25.0,1,1,2,1,0,0,1,4,3,71.0,1,999,0,1,1.4,94.465,-41.8,4.961,5228.1,0
364,39.0,2,1,6,0,2,0,0,9,3,120.0,3,999,0,1,-1.1,94.199,-37.5,0.881,4963.6,0
365,33.0,1,1,2,0,2,0,0,6,2,263.0,1,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
366,32.0,9,2,5,0,2,0,0,3,2,81.0,2,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
367,35.0,1,1,2,0,2,0,1,6,4,180.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
368,41.0,9,0,5,0,1,1,1,8,1,73.0,1,999,0,1,-0.1,93.798,-40.4,5.0,5195.8,0
369,44.0,0,1,6,1,0,0,1,6,4,202.0,1,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
370,34.0,4,1,6,0,0,0,0,0,1,163.0,1,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,1
371,27.0,7,2,3,0,2,0,1,6,4,386.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
372,51.0,1,1,0,1,2,0,1,3,4,139.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
373,42.0,0,1,6,1,0,0,1,6,3,42.0,4,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
374,61.0,1,1,3,0,0,0,0,8,4,108.0,1,999,0,1,-3.4,92.431,-26.9,0.724,5017.5,0
375,48.0,10,1,5,0,2,0,0,9,1,315.0,2,999,0,1,-1.1,94.199,-37.5,0.879,4963.6,1
376,54.0,2,1,6,0,2,0,0,7,4,159.0,2,4,1,2,-0.1,93.2,-42.0,4.12,5195.8,0
377,35.0,0,2,3,0,2,2,1,6,1,19.0,1,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
378,48.0,1,1,2,0,0,0,0,1,1,348.0,2,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
379,23.0,9,2,5,0,2,0,1,3,2,194.0,2,999,0,1,1.4,93.918,-42.7,4.966,5228.1,0
380,33.0,1,1,1,0,0,0,1,6,4,1183.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,1
381,30.0,0,1,6,0,0,0,0,1,1,160.0,1,999,0,1,1.4,93.444,-36.1,4.97,5228.1,0
382,25.0,1,2,3,1,0,2,0,6,2,338.0,3,999,0,1,-1.8,92.893,-46.2,1.266,5099.1,0
383,44.0,9,2,5,1,0,0,1,6,1,374.0,6,999,0,1,1.1,93.994,-36.4,4.858,5191.0,0
384,29.0,9,2,6,0,0,2,1,3,4,357.0,7,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
385,55.0,5,1,3,0,2,0,0,1,3,106.0,4,999,0,1,1.4,93.444,-36.1,4.965,5228.1,0
386,24.0,1,2,2,1,0,0,1,3,0,270.0,1,999,0,1,1.4,93.918,-42.7,4.959,5228.1,0
387,61.0,0,1,6,0,2,0,0,0,4,183.0,5,999,0,1,-1.8,93.075,-47.1,1.405,5099.1,0
388,50.0,9,1,1,1,0,0,0,6,3,36.0,3,999,1,0,-1.8,92.893,-46.2,1.291,5099.1,0
389,37.0,6,2,6,0,2,0,0,0,2,270.0,2,999,1,0,-1.8,93.075,-47.1,1.365,5099.1,0
390,33.0,3,1,5,0,2,0,0,1,2,110.0,1,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
391,48.0,10,1,6,0,2,0,0,5,1,195.0,2,999,0,1,-1.8,93.369,-34.8,0.646,5008.7,0
392,57.0,5,1,2,1,2,0,0,1,0,27.0,6,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
393,33.0,4,0,6,0,2,0,0,4,4,63.0,1,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,0
394,40.0,3,0,3,0,0,0,1,4,4,1449.0,6,999,0,1,1.4,94.465,-41.8,4.864,5228.1,1
395,30.0,6,2,6,0,0,0,0,1,3,58.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
396,34.0,6,1,6,0,0,0,0,8,4,201.0,1,5,3,0,-3.4,92.431,-26.9,0.74,5017.5,1
397,54.0,4,0,6,0,2,0,1,6,1,106.0,3,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
398,31.0,0,1,6,0,0,0,0,0,0,170.0,1,999,0,1,-1.8,93.075,-47.1,1.479,5099.1,0
399,31.0,9,2,5,0,2,0,0,1,3,935.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,1
400,53.0,10,1,2,1,2,0,0,6,3,67.0,4,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
401,43.0,0,2,6,0,2,0,0,0,1,670.0,4,11,1,2,-1.8,93.075,-47.1,1.405,5099.1,1
402,36.0,1,1,2,0,2,0,0,6,3,620.0,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
403,47.0,0,0,6,0,2,0,0,1,2,507.0,4,999,0,1,1.4,93.444,-36.1,4.962,5228.1,0
404,30.0,9,1,6,0,2,2,0,3,1,204.0,4,999,0,1,-1.7,94.215,-40.3,0.87,4991.6,1
405,31.0,6,1,6,0,2,2,0,7,1,60.0,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
406,37.0,7,2,2,0,0,0,0,6,3,348.0,1,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
407,27.0,1,2,1,0,0,0,0,3,3,1508.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,1
408,46.0,0,1,3,0,0,0,1,4,0,354.0,2,999,0,1,1.4,94.465,-41.8,4.967,5228.1,0
409,41.0,9,1,2,0,2,0,0,6,4,66.0,1,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
410,44.0,1,1,2,0,0,0,1,4,0,109.0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
411,33.0,0,1,6,0,2,0,0,6,2,171.0,2,999,0,1,-1.8,92.893,-46.2,1.327,5099.1,0
412,58.0,1,0,0,0,0,0,0,1,0,186.0,1,999,0,1,-2.9,92.201,-31.4,0.869,5076.2,1
413,34.0,6,1,6,0,2,0,0,7,4,213.0,5,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
414,60.0,0,2,3,0,0,2,1,6,3,474.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
415,29.0,1,1,0,0,0,2,0,7,4,441.0,1,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
416,26.0,0,2,3,0,0,0,1,4,2,463.0,1,999,0,1,1.4,94.465,-41.8,4.866,5228.1,0
417,31.0,7,2,3,0,2,0,1,6,4,17.0,2,999,0,1,1.1,93.994,-36.4,4.856,5191.0,0
418,36.0,7,1,6,0,2,0,0,7,4,86.0,3,999,0,1,-0.1,93.2,-42.0,4.12,5195.8,0
419,59.0,1,1,0,1,0,0,0,3,0,202.0,2,999,0,1,1.4,93.918,-42.7,4.963,5228.1,0
420,61.0,5,1,6,0,2,0,0,0,3,216.0,1,999,0,1,-1.8,93.075,-47.1,1.423,5099.1,1
421,30.0,9,1,3,0,0,0,0,1,3,142.0,1,999,0,1,1.4,93.444,-36.1,4.963,5228.1,0
422,40.0,5,1,5,0,0,0,1,6,3,140.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
423,48.0,9,1,3,0,0,0,1,6,0,700.0,1,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
424,47.0,7,2,3,0,0,0,0,3,3,293.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
425,32.0,9,1,6,0,2,0,0,1,2,402.0,1,999,0,1,1.4,93.444,-36.1,4.968,5228.1,0
426,31.0,0,1,5,1,2,0,0,1,0,126.0,1,999,0,1,1.4,93.444,-36.1,4.966,5228.1,0
427,33.0,1,1,2,0,2,0,0,6,3,112.0,4,999,0,1,-1.8,92.893,-46.2,1.291,5099.1,0
428,30.0,7,2,3,0,0,0,0,6,3,263.0,2,999,0,1,-1.8,92.893,-46.2,1.344,5099.1,0
429,49.0,4,1,6,0,2,0,0,0,2,44.0,1,999,0,1,-1.8,93.075,-47.1,1.41,5099.1,0
430,53.0,6,1,6,0,2,0,0,7,0,61.0,4,999,0,1,-0.1,93.2,-42.0,4.021,5195.8,0
431,33.0,0,1,3,0,2,0,0,6,0,176.0,1,999,0,1,-1.8,92.893,-46.2,1.313,5099.1,0
432,46.0,7,1,3,1,2,0,0,6,0,6.0,1,999,1,0,-1.8,92.893,-46.2,1.25,5099.1,0
433,45.0,0,1,3,0,2,0,1,6,2,695.0,1,999,0,1,1.1,93.994,-36.4,4.86,5191.0,1
434,31.0,9,2,5,1,2,0,1,6,1,188.0,7,999,0,1,1.1,93.994,-36.4,4.857,5191.0,0
435,28.0,1,2,2,1,0,0,0,6,4,77.0,3,999,0,1,-1.8,92.893,-46.2,1.334,5099.1,0
436,29.0,0,2,6,0,2,2,0,7,2,736.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,1
437,26.0,1,2,2,0,2,0,0,3,3,56.0,3,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
438,20.0,8,2,7,0,2,0,0,0,4,184.0,4,999,0,1,-1.8,93.075,-47.1,1.498,5099.1,1
439,42.0,7,1,3,0,2,2,0,6,4,77.0,2,999,1,0,-1.8,92.893,-46.2,1.281,5099.1,0
440,31.0,1,1,2,0,2,0,0,7,2,415.0,1,999,0,1,-0.1,93.2,-42.0,4.076,5195.8,0
441,56.0,2,1,6,1,0,2,0,3,3,41.0,1,999,0,1,1.4,93.918,-42.7,4.961,5228.1,0
442,43.0,3,0,5,0,0,2,0,1,2,306.0,5,999,0,1,1.4,93.444,-36.1,4.964,5228.1,0
443,44.0,4,1,3,1,0,2,0,3,1,292.0,1,999,0,1,1.4,93.918,-42.7,4.962,5228.1,0
444,30.0,0,1,3,0,2,0,0,3,0,362.0,2,999,0,1,1.4,93.918,-42.7,4.957,5228.1,0
445,31.0,0,2,6,0,0,0,0,9,0,123.0,3,999,0,1,-3.4,92.379,-29.8,0.803,5017.5,0
446,53.0,2,0,6,0,2,0,0,7,1,107.0,1,999,1,0,-0.1,93.2,-42.0,4.191,5195.8,0
447,50.0,5,1,0,1,2,0,1,6,2,855.0,4,999,0,1,1.1,93.994,-36.4,4.86,5191.0,0
448,37.0,10,1,6,0,1,1,0,6,0,34.0,1,999,0,1,-1.8,92.893,-46.2,1.25,5099.1,0
449,43.0,1,1,7,1,0,0,1,6,0,512.0,6,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
450,45.0,0,1,2,1,0,0,1,4,0,973.0,2,999,0,1,1.4,94.465,-41.8,4.959,5228.1,1
451,29.0,0,0,6,0,2,0,0,4,4,238.0,3,999,0,1,-2.9,92.963,-40.8,1.26,5076.2,1
452,53.0,7,1,3,0,0,0,1,6,4,429.0,1,999,0,1,1.1,93.994,-36.4,4.859,5191.0,0
453,34.0,9,1,6,0,0,0,0,0,2,82.0,6,999,0,1,-1.8,93.075,-47.1,1.365,5099.1,0
454,72.0,5,1,3,0,0,0,0,7,1,257.0,1,999,0,1,-3.4,92.649,-30.1,0.714,5017.5,1
455,25.0,0,2,6,0,2,0,0,0,2,229.0,2,999,0,1,-1.8,93.075,-47.1,1.406,5099.1,1
456,46.0,0,1,3,0,0,0,1,4,0,47.0,4,999,0,1,1.4,94.465,-41.8,4.959,5228.1,0
457,39.0,0,2,3,0,0,0,0,3,2,9.0,6,999,0,1,1.4,93.918,-42.7,4.968,5228.1,0
